sale_id,customer_name,product,quantity,price_per_unit,payment_mode,city,total_amount
475,Neha,Headphones,4,37377,UPI,Bangalore,149508
476,Vishal,Smartwatch,1,46526,Card,Nagpur,46526
477,Amit,Keyboard,2,15813,Cash,Delhi,31626
478,Vishal,Mobile,9,15849,UPI,Delhi,142641
479,Amit,Smartwatch,2,7679,Card,Hyderabad,15358
480,Raj,Mobile,5,10826,UPI,Mumbai,54130
481,Raj,Mobile,9,45055,Card,Mumbai,405495
482,Karan,Mobile,9,2060,NetBanking,Mumbai,18540
483,Pooja,Smartwatch,8,14112,Cash,Hyderabad,112896
484,Karan,Headphones,1,18150,UPI,Delhi,18150
485,Pooja,Headphones,1,27245,Card,Nagpur,27245
486,Karan,Mobile,9,32390,UPI,Hyderabad,291510
487,Neha,Keyboard,8,20522,UPI,Hyderabad,164176
488,Raj,Laptop,9,5280,Cash,Nagpur,47520
489,Amit,Smartwatch,7,18811,NetBanking,Mumbai,131677
490,Pooja,Laptop,3,28880,UPI,Bangalore,86640
491,Vishal,Keyboard,3,45162,Card,Nagpur,135486
492,Pooja,Smartwatch,2,2856,,Delhi,5712
493,Amit,Mobile,5,5290,NetBanking,Pune,26450
494,Karan,Headphones,3,27411,Card,,82233
495,Pooja,Laptop,6,49958,NetBanking,Hyderabad,299748
496,Simran,Mouse,2,24863,Card,Pune,49726
497,Neha,Mouse,3,20549,Cash,Bangalore,61647
498,Raj,Keyboard,5,10681,,Mumbai,53405
499,Amit,Mobile,1,40325,Cash,Delhi,40325
500,Raj,Laptop,1,16582,UPI,Bangalore,16582
362,Amit,Keyboard,3,23519,Card,Mumbai,70557
74,Riya,Headphones,4,44981,Cash,Hyderabad,179924
375,Amit,Laptop,7,20517,Card,Mumbai,143619
156,Riya,Mobile,6,18797,Cash,Hyderabad,112782
105,Riya,Mouse,7,2550,UPI,Delhi,17850
